ORIGINAL TEXT	TRANSLATION
Murale realizzato sulla facciata dello stabile ACEA occupato a dicembre 2012 per ospitare il centro sociale Alexis. L'opera raffigura delle automobili incatenate e un ritratto di Alexis Grigoropoulos, lo studente greco di 15 anni ucciso da un colpo di pistola sparato da un poliziotto a Exarchia, il quartiere anarchico di Atene, il 6 dicembre 2008.	Mural made on the façade of the ACEA building occupied in December 2012 to house the social center Alexis. The work depicts chained cars and a portrait of Alexis Grigoropoulos, the 15-year-old Greek student killed by a gunshot shot by a policeman in Exarchia, the anarchist district of Athens, on December 6, 2008.
Tuttomondo	Tuttomondo
Loretz 1884	Loretz 1884
Sulla facciata della Stazione FS Nuovo Salario. Realizzato grazie al progetto Qart, nato dall'accordo tra l'associazione Zerouno3nove e la società delle infrastrutture del Gruppo Ferrovie dello Stato, Rete Ferroviaria Italiana (Rfi).	On the façade of the FS Nuovo Salario Station. Made thanks to the Qart project, born of the agreement between the association Zerouno3nove and the infrastructure society of the State Railway Group, Italian Railway Network (Rfi).
In alto	Above
L’ultima battaglia	The last battle
Maria Vergine Augusta	Holy Virgin Augusta
"L'artista romano (classe 1978) rende qui omaggio al Pasolini regista, al ""Vangelo secondo Matteo"" (1964) in particolare. Dopo aver già realizzato un ciclo di opere direttamente ispirate al lavoro di Pasolini (""Covered"") Mr Klevra qui ripropone il volto di una fanciulla, riproducendo uno dei fotogrammi del film in cui appare la Vergine Maria 14enne. Le scelte cromatiche (il velo di un rosso intenso, il luminoso sfondo dorato) conferiscono al murale quella stessa intensità espressiva che Pasolini trasmetteva nel suo film dedicato alla vita di Gesù. La ricerca artistica di Mr Klevra, già dedicatosi a temi e iconografie sacre, qui coincide con quella pasoliniana: l'iconografia di matrice '400esca e il volto della donna così perfettamente equilibrato nelle proporzioni, di ispirazione quasi pierfrancescana, conferiscono profonda intensità e spiritualità all'opera. Non a caso il murale è stato realizzato in un'area urbana romana già ampiamente frequentata da Pasolini."	The Roman artist (class 1978) pays homage here to Pasolini director, to the ‘Gospel of Matthew’ (1964) in particular. After having already realized a cycle of works directly inspired by the work of Pasolini (‘Covered’) Mr Klevra here proposes the portrait of a girl, reproducing one of the frames of the film in which the Virgin Mary appears. The chromatic choices (the veil of an intense red, the luminous gilt background) give the mural the same expressive intensity that Pasolini conveyed in his film dedicated to the life of Jesus. The artistic research of Mr Klevra, already dedicated to sacred themes and iconographies, here coincides with that of Pasolini: the XV century iconography  and the portrait of the woman so perfectly balanced in proportions, inspired by Piero della Francesco, give deep intensity and spirituality to the work. Not surprisingly, the mural was realized in an urban area already frequented by Pasolini.
Opera realizzata nel quartiere romano di San Lorenzo su progetto curato da Nufactory sulla facciata di una palazzina bombardata durante la Seconda Guerra Mondiale il 19 luglio del 1943. Strutturata come un trittico, la pittura vuole commemorare le vittime dei bombardamenti a San Lorenzo del 1943. Nella facciata sinistra possiamo osservare i riferimenti ai bombardamenti alleati del 1943, nella facciata destra il riferimento è ai conflitti mediorientali odierni. Al centro è raffigurata una Dea Madre (col volto nero) che accoglie tra le sue vesti le popolazioni del mondo. Nella parte superiore sono presenti tre nicchie che ospitano al centro il nodo di Salomone (simbolo di unione tra i popoli), a sinistra una volta a botte romana, a destra un arco di fattezze arabe.	Work made in the Roman quarter of San Lorenzo: a project curated by Nufactory on the façade of a building bombed during the Second World War on July 19, 1943. Structured as a triptych, the painting commemorates the victims of the bombings in San Lorenzo in 1943. On the left side we can observe the references to the Allied bombings of 1943, on the right side the reference is to today's Middle Eastern conflicts. On the center is depicted a Mother Goddess (with black face) welcoming among its robes the people of the world. On the upper part there are three niches holding at the center the node of Solomon (symbol of union among the peoples), on the left a Roman barrel, on the right an arch of Arabic shape.
La moda	Fashion
Nelmondo dell'arte	In the world of art
Nel mondo dell'arte.	In the world of art.
Obiettivo sul mondo	Camera lens on the world
Vetrina di Autorama	Showcase of Autorama
Cose curiose	Curious things
