ORIGINAL TEXT	TRANSLATION
"En haut, à droite, au crayon graphite: ""bijou."""	Above, on the right, with graphite pencil: ‘jewel.’
Référence Géographique >  Asie >  Asie du Sud-Est >  Vietnam >  Vietnam du Nord (région) >  Côte Nord-Central (région) >  Thanh Hoa (province) >  Hoang Hoa (district)	Geographical Reference> Asia> South East Asia> Vietnam> North Vietnam (region)> North Central Coast (region)> Thanh Hoa (province)> Hoang Hoa (district)
Ornement de coiffe en argent composé de 4 feuilles martelées de manière à évoquer un panache de plumes.	Silver headdress ornament consisting of 4 sheets hammered to evoke a plume of feathers.
Texte 1 : Culture maori, très ancien spécimen de KO: pied de bêche Maori. Représente le dieu RONGO qui protège la naissance des KUMARAS (patates douces).	Text 1: Maori culture, very old KO specimen: Maori spade. Represents the RONGO god who protects the birth of KUMARAS (sweet potatoes).
Affaire Humbert : un médecin assume la mort de Vincent	Humbert case: a doctor assumes the death of Vincent
"Original language summary: <br/>
Des enfants visitent le Parc National d'Akagera, au Rwanda."	Original language summary: <br/> Children visit Akagera National Park in Rwanda.
"Original language summary: <br/>
Jemeppe-sur-Sambre: mesures prises par Solvay pour empêcher l'apparition de cancers du foe."	Original language summary: <br/> Jemeppe-sur-Sambre: measures taken by Solvay to prevent the onset of foe cancers.
Aujourd’hui	Today
"Original language summary: <br/>
Bilan pour la Wallonie de 10 ans de Communauté européenne : la sidérurgie et les charbonnages, piliers de l’économie wallonne, se portent mal, le  chômage est élevé, des milliards de francs sont engloutis."	Original language summary: <br/> Assessment for Wallonia of 10 years of the European Community: iron and coal mining, pillars of the Walloon economy, are doing badly, unemployment is high, billions of francs are swallowed up.
"Original language summary: <br/>
Réactions politiques au docu-fiction Bye Bye Belgium"	Original language summary: <br/> Political reactions at the docu-fiction Bye Bye Belgium
Information politique économique sociale	Social economic political information
"Sur la page de l'album, en haut à gauche, à l'encre noire : ""34"""	On the page of the album, at the top left, in black ink: ‘34’
Feuillet en papier Canson peint sur le recto, à perforations sur le côté gauche.	Paper sheet Canson painted on the front with perforations on the left side.
Ce pendentif discoïde est rehaussé de motifs martelés et incisés. Le pendentif est pourvu d’une fixation en forme de tuyau. Nombre de pendentifs quasiment identiques ont été découverts à Marlik Tepe, dans le Nord de l’Iran. B.O.	This disc-shaped pendant is enhanced with hammered and incised motifs. The pendant has a pipe shaped attachment. Many almost identical pendants have been discovered at Marlik Tepe, in Northern Iran. B.O.
Os (fossile)	Bone (fossil)
Paire d’ornement d’oreille pour femme (taiana). Comporte deux éléments distincts : un bouton blanc (coquillage) et un ergot (os) sculpté de figures humaines (tiki).	Earring pair for a woman (taiana). It has two distinct elements: a white button (shell) and a ergot (bone) sculpted with human figures (tiki).
Cette statue en granit appartenait à Djed-Hor (Téôs), prophète du dieu Oun. Représenté debout, il tient un plateau devant lui sur lequel se trouve la déesse vautour Nekhbet. La pièce a été retrouvée dans la Cachette de Karnak et date de la XXXème Dynastie ou plus vraisemblablement de la Période Ptolémaïque.	This granite statue belonged to Djed-Hor (Teôs), prophet of the god Oun. Represented standing, he holds a tray in front of him on which is the goddess vulture Nekhbet. The piece was found in the Stamp of Karnak and dates from the 20th or more presumably from the Ptolemaic Period.
Croquis d'un modèle Carven du printemps 1954	Sketch of a Carven Model from Spring 1954
Croquis d'un modèle Carven du Printemps 1953	Sketch of a Carven Model from Spring 1953
"Date au recto sur le montage en bas à droite, à l'encre noire : ""20 octobre 1788""."	Date on the front of the bottom right, in black ink: ‘20 October 1788.’
Mozambique 1990: le jour où la guerre est arrivée	Mozambique 1990: the day the war arrived
Léon Binet explique comment bien vieillir,	Léon Binet explains how to get older in a better way.
La disparition d'espèces de papillons	The disappearance of butterfly species
"Au recto, à l'encre noire, souligné, en haut à droite : ""Mars"""	On the front, in black ink, underlined, at the top right: ‘Mars’
"Griffe en toile épingle intérieur taille couture droite, tissé noir sur blanc : ""GRES/1/RUE/ DE LA / PAIX/ PARIS/MODELE EXCLUSIF""."	Canvas shoe pin straight sewing, woven black on white: ‘GRES/1/RUE/DE LA/PAIX/PARIS/MODEL EXCLUSIVE.’
"Inscription : ""maison commune N 1776""."	Inscription: ‘common house N 1776.’
Dessin, feuillet dessiné sur le recto à perforations sur le côté gauche.	Drawing, sheet drawn on the recto with perforations on the left side.
Bouquet de roses feuilles d'acanthe oeillets et églantines, bordure et guirlande de fleurs des champs, petites hirondelles stylisées, bande de poche : bouquet inverti [ Inversé ? ] tiges peut-être jacinthes des bois.	Bouquet of leafy roses of the acanth eyelets and eglantines, border and garland of flowers of the fields, small stylized swallows, pocket band: inverted bouquet [Inverted?] possibly jacinth stems of the woods.
Dessin, feuille de papier perforée dessinée sur le recto.	Drawing, sheet of perforated paper drawn on the front.
"Au recto, en bas à gauche, au feutre bleu : ""Roger Rouffiange 1946"""	On the front, at the bottom left, with blue felt: ‘Roger Rouffiange 1946’
CICDA : Centre d'Instruction de Contrôle et de la Défense Aérienne	 CICDA: Centre for the Tactical Control and Air Defense 
"Original language summary: <br/>
L’emploi féminin en chiffres. Les secteurs qui occupent davantage les femmes.
Les principales qualités de la femme au travail."	Original language summary: <br/> Female employment in figures. Sectors that occupy more women. The main qualities of women at work.
Robe très longue en jersey de viscose noir, doublure en mousseline de soie noire, corsage entièrement plissé tenu par 2 passepoils devant, un pan à tenir à la main ou sur la tête, fermé derrière, effet d'écharpe enserrant les épaules croisant devant.	Very long dress in black viscose jersey, black chiffon lining, fully pleated bodice held by 2 passpoils in front of it, a pan to be held by hand or on the head, closed behind, scarf effect enclosing the shoulders crossing in front.
Robe courte en velours côtelé framboise devant, noir dans le dos, jupe très large jupe à plissé fin maintenu par des piqûres sur environ 5 cm, corsage moulant très décolleté en arrondi, bretelles nouées sur les épaules.	Short raspberry ribbed velvet dress in front, black in the back, very wide skirt with fine pleated skirt held by bites for about 5 cm, very loose molding bodice in round, shoulder straps.
"Original language summary: <br/>
Panorama de la production de chocolat en Belgique: Callebaut, Côte d'Or et Galler."	Original language summary: <br/> Panorama of chocolate production in Belgium: Callebaut, Côte dOr and Galler.
"Au recto du dessin en haut à droite, à la gouache noire : ""Zebre. .84."""	On the recto of the drawing at the top right, with black gouache: ‘Zebre. .84.’
"Original language summary: <br/>
Heverlee-Louvain: fabrication de squelettes dans l’atelier UTEC (dépendance de l’Université de Louvain). Les différentes étapes de la fabrication qui occupe 10 ouvriers."	Original language summary: <br/> Heverlee-Louvain: manufacture of skeletons in the UTEC workshop (dependence of the University of Louvain). The different stages of manufacturing which occupies 10 workers.
"Inscription au recto du dessin en haut à droite, manuscrit à l'encre noire : ""GRENAT / 42."" ; [ Au recto du dessin en bas à droite, manuscrit à l'encre noire ] : 'CH / Fec.""."	"Inscription on the front of the drawing at the top right, manuscript in black ink: ‘GRENAT/42.’; [On the front of the drawing at the bottom right, manuscript in black ink]: 'CH/Fec. """
"Au recto du dessin en haut à droite, à la gouache noire: ""- Amulette - 24"""	On the front of the drawing at the top right, with black gouache: ‘- Amulet - 24’
"Inscription au recto du dessin en haut à droite, manuscrit à l'encre noire : ""AUTRUCHE / 137."" ; [ Au recto du dessin en bas à droite, manuscrit à l'encre noire : ""CH / Fec -""."	Inscription on the front of the drawing at the top right, manuscript in black ink: ‘AUTRUCHE/137.’; [On the front of the drawing at the bottom right, manuscript in black ink: ‘CH/Fec -.’
Dessin collé dans l'album. Echantillon textile épinglé	Drawing in the album. Textile sample pinned
Dessins de la collection Carven Eté 1959 réunis en album.	Drawings of the 1959 Carven Summer collection gathered as an album.
"Sur la page de l'album, en haut à droite, à l'encre noire : ""77"""	On the page of the album, at the top right, in black ink: ‘77’
"Sur la page de l'album, en haut à droite, à l'encre noire : ""27"""	On the page of the album, at the top right, in black ink: ‘27’
"Sur la page de l'album, en haut à droite, à l'encre noire : ""15"""	On the page of the album, at the top right, in black ink: ‘15’
Figure en robe noire avec élément floral blanc au décolleté, Marcelle Dormoy, Hiver 1946-1947	Figure in black dress with white floral element on neckline, Marcel Dormoy, Winter 1946-1947
Figure féminine vêtue d'une robe bleue avec col blanc, Marcelle Dormoy, collection été 1946	Female figure dressed in a blue dress with white neck, Marcel Dormoy, Summer 1946 collection
Figure féminine vêtue d'un ensemble noir avec un chemisier rose à motifs noirs, Marcelle Dormoy, hiver 1942-1943	Female figure wearing a black set with a pink blemish blouse with black motifs, Marcel Dormoy, winter 1942-1943
Figure en robe de bal à motif floral rose et bleu et bretelles noires, Marcelle Dormoy, Hiver 1946-1947	Figure in ball dress with pink and blue floral motif and black shoulder straps, Marcel Dormoy, Winter 1946-1947
Ensemble de modèles de la collection, hiver 1949-1950, de la maison Marcelle Dormoy	Model set of the collection, winter 1949-1950, of the Marcel Dormoy House
Figure peinte en ensemble gris, Marcelle Dormoy, Eté 1947	Painted figure in grey ensemble, Marcel Dormoy, Summer 1947
Ensemble de modèles de la collection, Eté 1950, de la maison Marcelle Dormoy	Set of models from the collection, summer 1950, of the Marcel Dormoy house
Assiette en céramique commune. Argile grise et surface partiellement fumée.	Common ceramic plate. Grey clay and partially smoked surface.
Pot-tonnelet en argile jaunâtre jaunâtre, en plusieurs fragments, partiellement recollée.	Pot-tonnelet made of yellowish yellowish clay, in several fragments, partially covered.
"Signature au recto en bas à gauche, au feutre bleu : ""Roger Rouffiange 1946""."	Signature at the recto at the bottom left, with blue felt pain: ‘Roger Rouffiange 1946.’
"Original language summary: <br/>
La ferveur des femmes : le culte du martyre, la guerre Iran-Irak."	Original language summary: <br/> Women’s fervor: martyrdom cult, Iran-Iraq war.
25 ans après	25 years after
Référence Géographique >  Afrique >  Afrique septentrionale >  Égypte >  Haute-Égypte (région) >  Luxor (gouvernorat) >  Luxor (Thèbes)	Geographical Reference> Africa> North Africa> Egypt> Upper Egypt (region)> Luxor (governorate)> Luxor (Thebes)
Référence Géographique >  Afrique >  Afrique septentrionale >  Égypte >  Haute-Égypte (région) >  Assouan (gouvernorat) >  Elkab (Nekheb; Eileithyaspolis)	Geographical Reference> Africa> North Africa> Egypt> Upper Egypt (region)> Aswan (governorate)> Elkab (Nekheb; Eileithyaspolis)
Dessins de la collection Carven de l'hiver 1964 réunis en album.	Drawings of the 1964 Winter Carven Collection in an album.
"Au recto, en haut à droite, au crayon graphite : ""324"""	On the front, at the top right, with graphite pencil: ‘324’
Feuillet peint sur le recto à perforations sur le côté gauche	Painted sheet on the front with perforations on the left side
Feuillet peint au recto à perforations sur le côté gauche	Painted leaflet with perforations on the left side
Michel-Claude JALARD à propos du MODERN JAZZ QUARTET	Michel-Claude JALARD about the MODERN JAZZ QUARTET
Décode 16/12/2006 (Réactions à Bye Bye Belgium)	Decode 16/12/2006 (Reactions to Bye Bye Belgium)
A l’ombre des cheminées en fleur (Partie 1)	In the shadow of chimneys in flower (Part 1)
Double 7 23/11/1993 (Plateau des Tailles)	Double 7 23/11/1993 (Taille Plateau)
Antenne Soir 10/2/1982 (Square Meudon)	Antenne Soir 10/2/1982 (Square Meudon)
Vices et vertus du chocolat belge	Vices and virtues of Belgian chocolate
[Plateau brève : préparatifs de la 6ème nuit des musées]	[Brief tray: preparations for the 6th night of museums]
Un problème de notre temps: l'automation (Partie 2)	A problem of our time: automation (Part 2)
Un problème de notre temps: l'automation (Partie1)	A problem of our time: automation (Part 1)
Visite de la Tour Moncade à Orthez	Visit of the Moncade Tower to Orthez
20 juin 1944 entre St Pierre-Eglise et Cherbourg	20 June 1944 between St Pierre-E20 and Cherbourg
Irak : A l’Est, rien de nouveau (Partie 2)	Iraq: In the East, nothing new (Part 2)
Laicité : l'Assemblée Nationale adopte massivement le texte	Layness: the National Assembly massively adopts the text
"Original language summary: <br/>
Paris, Jardin des plantes, bâtiment d’ethno-zoologie: interview de Raymond Pujol, ethnologue, professeur au Muséum national d’histoire naturelle et responsable, depuis 1966, de sa section d’ethno-zoologie, sur la disparition de différents papillons à cause de la chasse, du commerce, de la destruction d’écosystèmes et de l’exploitation des bois riches."	Original language summary: <br/> Paris, Garden of Plants, ethno-zoology building: interview with Raymond Pujol, ethnologist, professor at the National Museum of Natural History and responsible, since 1966, for his ethno-zoology section, on the disappearance of different butterflies due to hunting, trade, destruction of ecosystems and exploitation of rich woods.
"Ensemble composé d'un manteau, d'une robe et d'un fond de jupe, évoquant les robes des magistrats. Manteau ample sans col en faille de soie noire, sans manches entièrement ouvert sur les côtés, drapé aux épaules mantenu par une patte boutonnée, une agrafe à l'encolure. Robe longue droite fendue sur les côtés, en crêpe de soie rouge, encolure droite fermée par 6 agrafes sur l'épaule gauche, série de plis couchés sur chaque épaule avec effet de drapé bénitier sur le corsage devant, manches kimono.
Fond de jupe en crêpe rouge, une agrafe et une fermeuture à glissière côté gauche."	Set composed of a coat, a dress and a base of a skirt, evoking the dresses of the magistrates. Small coat without black silk straw neck, without fully open sleeves on the sides, draped to the shoulders manned by a button-down paw, a clip with neckline. Long straight dress split on the sides, in red silk pancake, straight neckline closed by 6 clips on the left shoulder, series of folds lying on each shoulder with effect of blessed drape on the bodice in front, kimono sleeves. Red pancake base, a clip and a slide iron on the left side.
Courte bicolore en jersey de viscose vert amande pour le corsage et vert foncé pour la jupe, encolure carrée se terminant en V, manches longues, corsage plissé sur le buste se terminant en arrondis symétriques sur les hanches, la poitrine est soulignée par un bourrelet, 2 paddings aux épaules, poignets plissés, jupe montée à plis, fond de jupe à pli d'aisance sur le côté droit, fermeture sur le corsage milieu devant, doublure en taffetas de rayonne acétate.	Carinated round in jug of almond green viscose for the corsage and dark green for the skirt, square neckline ending in V, long sleeves, bodice pleated on the bust ending in symmetrical rounds on the hips, the chest is underlined by a buckle, 2 paddings on the shoulders, folded wrists, skirt mounted with folded base on the right side, closing on the middle bodice in front, taffeta lining of acetate radioness.
Modes de Paris / Petit Courrier des Dames / Habit flore à boutons de métal grands et bonbés, Cravatte en toile à matelot, Pantalon de nankin, / Bas à côtes travaillés en long et rayées en travers, Des magasins de Mr. Tamin Boulevard des / Italiens N° 2. Coupe de cheveux de Mr. Natin galerie de pierre N° 50, Palais Royal. / Costume de Chasseur ; Blouse taillée à la grecque ; Casquette en cuir vernis, Pantalon de Daim blanc, Guetres / écossaises	Modes of Paris/Petit Courrier des Dames/Habit flora with large and bonbored metal buttons, Cravatte in canvas with matelot, Pants of nankin,/Low with ribs worked long and striped across, From the shops of Mr. Tamin Boulevard des/Italians N ° 2. Hair cup of Mr. Natin stone gallery N ° 50, Royal Palace./Costume of Hunter; Blouse cut to Greek style; Covered leather hat, White Daim pants, Guetres/Scottish
Céramique glacée d’Iznik, type de “Rhodes” à décor polychrome sous glaçure. Dix carreaux de céramiques carrés formant un panneau à décor complet en hauteur, incomplet en largeur. Pâte silicieuse à liant à filtre alcalino-plombeuse, engobe blanc sur lequel le décor se détache en vert cuivre, bleu cobalt clair et foncé, rouge tomate ferrugineux en relief et trait noir sur fond blanc sous glaçure alcalino-plombeuse incolore transparent. Des “pointes de tulipes” rouges et bleus sur fond blanc bordent le panneau décoré de grands médaillons polylobés délimités par des bandes rouges à églantines et occupés par des lotus (?), des églantines et des tulipes.	Glazed ceramic of Iznik, type of ‘Rhodes’ with polychrome decoration under glaze. Ten square ceramic tiles forming a panel with complete decoration in height, incomplete in width. Siliceous paste with alkaline-lead filter binder, white slipware on which the decoration stands out in copper green, light and dark cobalt blue, red ferruginous tomato in relief and black trait on white background under transparent colorless alkaline-lead glaze. Red and blue ‘tulip spikes’ on white background border the panel decorated with large polylobed medallions delineated by red bands of wild roses and occupied by lotuses (?), wild roses and tulips.
"Cet ostracon grec provenant d'Éléphantine et datant de l'an 149 de notre ère est un reçu de ""mérismos"". La taxe que la population devait payer était utilisée pour financer des services et des travaux publics. Le ""mérismos"" de cet ostracon était fixé en ""ruparai"" drachmes, une monnaie ayant uniquement une valeur de compte (comme p.ex. l'euro). Cette unité monétaire fictive servait à déterminer le montant réel de la taxe augmenté d'une somme supplémentaire."	This Greek ostracon from Eléphantine and dating from the year 149 of our era is a receipt of ‘mérimos.’ The tax that the population had to pay was used to finance services and public works. The ‘mérimos’ of this ostracon was fixed in ‘ruparai’ drachmes, a currency with only an account value (e.g. the euro). This fictitious monetary unit was used to determine the actual amount of the tax increased by an additional sum.
La stèle du roi Den de la 1re dynastie (vers 2800 av. J.-C.) se présente comme un monument très simple. Au milieu de la pierre dans un rectangle, le dieu-faucon Horus, auquel le roi est assimilé, se dresse, en protecteur, au-dessus d'une enceinte de palais, représentée d'une manière schématique. Dans cette enceinte se trouve le nom (dit d'Horus) du roi, dont la lecture n'est pas certaine. Den est la plus courante, mais certains égyptologues préfèrent Oudimou ou même Nioudi. La stèle funéraire, qui provient du cimetière royal d'Abydos, était placée devant le mastaba du roi et allait de pair avec une autre. Fouille : Amélineau 1896-1897	King Den’s stela of the 1st dynasty (about 2800 B.C.) appears as a very simple monument. In the middle of the stone in a rectangle, the falcon god Horus, to which the king is assimilated, stands, as a protector, above a palace enclosure, depicted in a schematic way. In this enclosure is the name (known as Horus) of the king, whose reading is uncertain. Den is the most common, but some Egyptologists prefer Oudimou or even Nioudi. The funerary stela, which comes from the royal cemetery of Abydos, was placed in front of the mastaba of the king and went hand in hand with another. Excavation: Amélineau 1896-1897
"De nombreuses figurines votives à l'effigie de la vache Hathor ont été retrouvées à Deir el-Bahari. Hathor est la déesse de l'amour et de la sexualité, de la musique et de la danse. Au Nouvel Empire, elle incarne en outre la nécrople thébaine dont elle protège les occupants qu'elle aide à accéder à l'au-delà. À ce titre, on la représente parfois sortant de la montagne dite ""de l'Occident"". Cet exemplaire en pierre peint en jaune est particulièrement grand. Fouille : Naville & Hall 1906-1907"	Many votive figurines with the effigy of the cow Hathor have been found in Deir el-Bahari. Hathor is the goddess of love and sexuality, music and dance. In the New Kingdom, she also embodies the Theban necrople whose occupants she helps to access the afterlife. As such, she is sometimes depicted as leaving the so-called ‘West’ mountain. This yellow painted stone copy is particularly large. Excavation: Naville & Hall 1906-1907
Cette étoffe de soie est ornée de médaillons occupés par un motif floral très stylisé sur une palmette scindée en deux. Les espaces entre les médaillons sont remplis d’une rosette formée de quatre petites feuilles cordiformes. La présence de motifs similaires sur des textiles et des objets en provenance d’Iran et d’Asie centrale tend à attribuer une de ces origines au fragment. Des caractéristiques techniques et l’usage de kermès (un colorant rouge issu du sang de cochenilles) pourraient cependant faire opter pour une production de l’Empire byzantin ou de la Syrie.	This silk cloth is decorated with medallions occupied by a highly stylized floral motif on a palmette split in two. The spaces between the medallions are filled with a rosette consisting of four small cordiform leaves. The presence of similar motifs on textiles and objects from Iran and Central Asia tends to attribute one of these origins to the fragment. Technical characteristics and the use of kermes (a red dye from the blood of mealybugs) could, however, be opted for a production of the Byzantine Empire or Syria.
La phase de Giyan IV est essentiellement connue par une nécropole comptant 19 tombes qui livrèrent de la céramique en abondance. Les vases à provisions peints sont caractéristiques de cette phase et les exemplaires les plus grands sont généralement décorés de bandeaux en relief horizontaux et ondulés. La peinture est limitée au col et à l’épaule du récipient. Outre les bandes géométriques horizontales, les motifs les plus significatifs sont des paires d’oiseaux «en forme de peigne», des oiseaux héraldiques aux ailes déployées, parfois combinés à des volatiles nageant et des rangées de dents de scie. B.O.	The Giyan IV phase is mainly known by a necropolis with 19 graves which deliver abundant ceramics. The vases with painted supplies are characteristic of this phase and the larger copies are usually decorated with horizontal and wavy relief headbands. The painting is limited to the neck and shoulder of the vessel. In addition to horizontal geometric stripes, the most significant motifs are ‘comb shaped’ pairs of birds, heraldic birds with spread wings, sometimes combined with swimming birds and rows of saw teeth. B.O.
La production de cuillères à libation ou à offrande connut un rapide essor au début du 1er millénaire, jusqu’à ce que les États araméens du nord de la Syrie soient englobés dans le royaume assyrien. La plaine du Ghab sur le Moyen-Oronte jouait le rôle d’épicentre pour ces objets qui étaient tantôt non décorés, tantôt présentaient, dans la partie inférieure du cuilleron, une main ou un arbre sacré en relief. Des coupelles maintenues entre les dents d’un lion apparaissent également, parfois ornées de marqueterie et imitant de manière assez baroque l’art de l’ivoire. Certains auteurs, se basant sur des prototypes égyptiens et hittites, supposent qu’elles étaient montées sur un long manche perforé à l’aide duquel des libations étaient offertes. D’autres estiment qu’elles servaient de bouchon et de petites coupes à servir le vin contenu dans des outres en peau d’animal. E.G.	The production of spoons with libation or offering rose rapidly at the beginning of the 1st millennium, until the Aramaic states of northern Syria were encompassed in the Assyrian kingdom. The Ghab plain on the Middle Oronte played the role of epicenter for these objects that were sometimes undecorated, sometimes presented, in the lower part of the spoon, a hand or a sacred tree in relief. Coupons held between the teeth of a lion also appear, sometimes decorated with marquetry and imitating in a rather baroque way the art of ivory. Some authors, relying on Egyptian and Hittite prototypes, assume that they were mounted on a long perforated handle with the help of which libations were offered. Others felt that they served as a stopper and small cups to serve the wine contained in animal skin outres. E.G.
Ces fragments de manipule d’un umbo ont été trouvés parmi d’autres objets funéraires (dont un fer de lance et une épée) dans la tombe 87, datée du VIIe siècle. La tombe contenait probablement les restes d’un homme riche et bien armé. Les objets en question proviennent d’un cimetière datant du VIe-VIIe siècle et trouvé au sommet des ruines d’une villa Romaine au Champ de Saint-Anne, Anderlecht. Cette nécropole, fouillée à la fin du XIXe et au début du XXe siècle par la Société royale d’Archéologie de Bruxelles, contenait probablement quelque 300 tombes. Les défunts étaient orientés est-ouest et enterrés dans des sépultures densément implantées. Les tombes, dont le mobilier se constituait de plusieurs objets, étaient parfois pourvues d’un cercueil en bois ou d’un enclos en pierre.	These fragments of a umbo 's handle were found among other funerary objects (including a spearhead and sword) in the seventeenth century tomb 87. The tomb probably contained the remains of a rich and well-armed man. The objects in question come from a cemetery dating from the seventeenth century and found at the top of the ruins of a Roman villa in the Champ de Saint-Anne, Anderlecht. This necropolis, excavated at the end of the nineteenth and beginning of the twentieth century by the Royal Archaeology Society of Brussels, probably contained some 300 graves. The deceased were oriented east-west and buried in densely established graves. The graves, whose furniture was made of several objects, were sometimes filled with a wooden coffin or stone enclosure.
pigeon	pigeon
perle[verre]	bead [glass]
Coquille	Shell
Don manuel Train, Susan	manual gift Train, Susan
Dessin dans l'album.	Drawing in the album.
Cuivre	Copper
Hiver 1963	Winter 1963
Médaillon	Medallion
