ORIGINAL TEXT	TRANSLATION
"Dit Griekse ostrakon dat afkomstig is van Elefantine en dat gedateerd is in jaar 149 van onze tijdrekening, is een kwitantie van de ""mérismos"". De belasting die de bevolking moest betalen werd gebruikt om publieke diensten en werken te bekostigen. De ""mérismos"" van dit ostracon is bepaald in ""ruparai"" drachmen, een munt die enkel een omrekenwaarde heeft (zoals bijvoorbeeld de euro). Deze fictieve munteenheid diende om het werkelijke bedrag van de belasting te bepalen verhoogd met een bijkomende som."	This Greek ostracon, which comes from Elefantine and is dated to year 149 of our time account, is a receipt of the ‘mérismos.’ The tax that the population had to pay was used to finance public services and works. The ‘mérismos’ of this ostracon is determined in ‘ruparai’ twists, a currency that has only a translation value (such as the euro). This notional currency served to determine the actual amount of the tax increased by an additional sum.
manuscript	manuscript
Armband	Bracelet
Schijfvormige hanger	Disc-shaped pendant
Collectie Iran	Collection Iran
Khabar Dai Toa (38)	Khabar Dai Toa (38)
theater	Theater
spaanderplaat	Spaanplaat
Houdt uw stad schoon	Keep your city clean
Dordrecht, Holland's aelteste Stadt	Dordrecht, Holland's oldest city
Hora est	Hora est
Bezoek aan Zeeuws Vlaanderen	Visit to Zeeland Flanders
Weeknummer 46-34	Week number 46-34
Nederland, Apeldoorn	Netherlands, Apeldoorn
Nederland, Beverwijk	Netherlands, Beverwijk
Japan verovert Zuidoost-Azië	Japan conquers Southeast Asia
pijpen	pipes
Weeknummer 26-14	Week number 26-14
Munt	Coin
Groosjohan, Ber	Groosjohan, Ber
Java	Java
Batavia	Batavia
Albihn	Albihn
Luzon	Luzon
Een dag regeringscentrum	A day of government centre
Denis, Harry	Denis, Harry
Fèvre, André le	Fèvre, André le
Weeknummer 23-04	Week number 23-04
landhuis	country house
Altaar, Altaar	Altar, Altar
dorp	village
Ceramiek, Aardewerk	Ceramics, Pottery
Weeknummer 59-44	Week number 59-44
Delft	Delft
mensenbeeld	human figure
woongebouw	residential building
aardewerk	pottery
Kledingversiering	Clothing decoration
Japans journaal	newsreel
Collectie Amerika	Collection America
email	enamel
Japanse propagandafilm (1941-1945). De verovering van Zuid-Oost-Azie door het Japanse leger en de opbouw van het nieuwe Java. In beeld gebracht door of onder leiding van een Japanse propaganda-instantie. Vele opnamen blijken ook in andere Japanse oorlogsjournaals terug te vinden.	Japanese propaganda film (1941-1945). The capture of South-East Asia by the Japanese army and the construction of the new Java. Imaged by or under the guidance of a Japanese propaganda agency. Many shots also appear in other Japanese war newsreels.
tafel	table
palissander	rosewood
Weeknummer 24-19	Week number 24-19
"Proefrit met een door benzinemotoren aangedreven motorwagen. Medium shot rijdende personenwagon op emplacement. Meerijden met camera voor in cabine, rails onder de camera door. Idem over-shoulder-shot van machinist, langs gesloten overweg. Idem camera voorin, binnenrijden station 13"". Medium shot station Kampen, binnenrijden trein."	"Test drive with a motor-car powered by petrol engines. Medium shot of a passenger car driving at a train station. Riding along with camera in the front of the cabin, rails below the camera. Idem over-shoulder-shot of the train driver,  along a closed level crossing. Idem camera in the front, driving into station 13"". Medium shot Kampen station, train driving in. "
Weeknummer 49-19	Week number 49-19
Westerbork Acte 1 (HD)	Acte 
officieren	officers
motoren	engines
concentratiekampen	concentration camps
Jodenvervolging	Persecution of the Jews
Westerbork	Westerbork
Weeknummer 22-11	Week number 22-11
kussen	cushion
Oosterpark	Oosterpark
schildpadhoorn	Tortoiseshell
Proeftocht van het SS Simon Bolivar	Trial 
Beker	Beaker
"Proefvaart van het mailschip/passagiersschip de ss Simon Bolivar van de Koninklijke Nederlandse Stoombootmaatschappij, gebouwd door de Rotterdamse Droogdok-maatschappij. - cu van de steven en de draaiende schroef in de haven, 22"" - div. vaarshots vanaf de reling en uit de salon door de haven van Rotterdam en op de Nieuwe Waterweg, passeren van de semafoor van Hoek van Holland en de pieren, 46"" - cu reddingsboten in de davids, 14"" - op 01:23 cu gezagvoerder P. Koningstein aan de scheepstelegraaf, 5"" - op 01:28 cu 1ste stuurman S.M.D. Valstar bij het kompas op de buitenbrug, 5"" - op 01:34 cu 1ste machinist (?) van der Laag met het log bij de reling, 7"" - cu draaiend log, 5"" - mediumshot gezagvoerder met enkele gasten (van de mij.?) poseert voor de camera, 18"" - hijsen van de vlag van de Koninklijke Nederlandse Stoombootmaatschappij, 12"" - div. shots weer binnenlopen van de Nieuwe Waterweg, langs de pieren, de semafoor en de vuurtoren, 35"" - mbv een sleepboot wordt het schip aan de wal gelegd in de Rotterdamse haven, 30"". Aantekening : BRON: Alg. Handelsblad 060327"	Pilot of the mail-ship/passenger ship de ss Simon Bolivar of the Royal Dutch Steamboat Company, built by the Rotterdam Drought Dock Company. - cu of the steven and the spinning propeller in the harbour, 22 ‘- several voyages shots from the railing and from the saloon through the harbour of Rotterdam and on the Nieuwe Waterweg, passing the semaphore of Hoek van Holland and the piers, 46’ - cu lifeboats in the davids, drawing ‘- on 01: 23 cu commander P. Koningstein at the naval telegraph, 5’ - on 01: 28 cu 1st mate S.M.D. Valstar at the outside bridge, 5 ‘- on 01: 34 cu 1st machinist (?) of der Laag with the log at the railing, 7’ - cu spinning, 5 ‘- medium shot with some guests (commander of the boat?) poses before the camera, 18’ - the Royal Dutch Stoomboat Company flag, 12 ‘- several shots of the New Waterway, the piers, the piers, the piers, the tower, 35’ - and the lighthouse, 35 ‘- with a tug at the barge, 30’ Alg: 0327.
Weeknummer 26-24	Week number 26-24
Hoofdtooi	Headdress
Goud	Gold
Stadsgezichten van Groningen (HD)	City views of Groningen (HD)
straatshots	street shots
brons	bronze
cement	cement
revalidatie	rehabilitation
schepen	ships
verpleegkundigen	nurses
Weeknummer 23-06	Week number 23-06
Deventer	Deventer
Weeknummer 22-03	Week number 22-03
paardenmolen[molen]	horsemill [mill]
register	register
apotheek	pharmacy
schrijven	writing
Bronbeek	Bronbeek
Rozendaal	Rozendaal
Object: Stadsarchief, Brugge.	Object: City Archive, Bruges.
Arnhem	Arnhem
Bevrijding van Nederland (HD)	Liberation of the Netherlands (HD)
schoorstenen	chimneypiece
kerk[gebouw]	church [building]
boerderij	farm
Weeknummer 27-13	Week number 27-13
kerktoren	church tower
winter	winter
Weeknummer 23-02	Week number 23-02
Zwitserland	Switzerland
Bern	Bern
Rotterdam	Rotterdam
wol	wool
De ontdekking van de “koningsgraven van Ur” door C.L. Woolley vormde een mijlpaal in de geschiedenis van de archeologie van het Tweestromenland en zorgde voor heel wat sensatie in pers door de rijke grafgiften en de macabere vorm waarin ze bijgezet werden. In een ruim voorvertrek van het graf van Pu-abi, tweede vrouw van koning Meskalamdug, werden de lijken aangetroffen van verscheidene mannelijke en vrouwelijke dienaars die hun meesteres in de dood gevolgd waren. Ze waren gewurgd of hadden met gif zelfmoord gepleegd. De geraamtes van tien hofdames met rijkelijk opgesmukte kapsels lagen in twee rijen van vijf onder rieten matten, naast onder meer een harp en een lier. Waren deze hofdames misschien muzikanten? Verschillende stroken goud, thans gebroken, werden kruiselings over elkaar op en naast de schedels teruggevonden en dienden om de kapsels op hun plaats te houden.	The discovery of the ‘king tombs of Ur’ by C.L. Woolley formed a milestone in the history of the archaeology of the Tweestromenland and caused a lot of sensation in the press through the rich grave gifts and the macabre form in which they were added. In a spacious advance of the tomb of Pu-abi, second wife of king Meskalamdug, the corpses of several male and female servants were found, who had followed their masters in death. They were strangled or had committed suicide by poison. The skeletons of ten court ladies with lavishly adorned hairstyles lay in two rows of five under straw mats, among them a harp and a lyre. Were these court ladies, perhaps musicians? Several strips of gold, now broken, were found crosswise over each other on and beside the skulls and served to keep the hairstyles in place.
Schelp	Shell
Rotstekening van twee gazellen	Rock carving of two gazelles
Bosch, Carolus vanden[bisschop]	Bosch, Carolus van den [bishop]
Steen	Stone
bisschop[westers]	Bishop [Western]
De ontdekking van de “koningsgraven van Ur” door C.L. Woolley vormde een mijlpaal in de geschiedenis van de archeologie van het Tweestromenland en zorgde voor heel wat sensatie in pers door de rijke grafgiften en de macabere vorm waarin ze bijgezet werden. In een ruim voorvertrek van het graf van Pu-abi, tweede vrouw van koning Meskalamdug, werden de lijken aangetroffen van verscheidene mannelijke en vrouwelijke dienaars die hun meesteres in de dood gevolgd waren. Ze waren gewurgd of hadden met gif zelfmoord gepleegd. De geraamtes van tien hofdames met rijkelijk opgesmukte kapsels lagen in twee rijen van vijf onder rieten matten, naast onder meer een harp en een lier. Waren deze hofdames misschien muzikanten? Een cardiumschelpje uit de Perzische Golf bevatte de groenachtige oogschaduw waarmee de eigenares haar ogen grimeerde. E.G.	The discovery of the ‘king tombs of Ur’ by C.L. Woolley formed a milestone in the history of the archaeology of the Tweestromenland and caused a lot of sensation in the press by the rich grave gifts and the macabre form in which they were added. In a spacious advance of the tomb of Pu-abi, second wife of king Meskalamdug, the corpses of several male and female servants were found who had followed their mistress in death. They were strangled or had committed suicide by poison. The skeletons of ten ladies with lavishly adorned hairstyles lay in two rows of five under straw mats, besides a harp and a lyre. Were these ladies, perhaps musicians? A small cardium shell from the Persian Gulf contained the greenish eye shadow with which the owner made her eyes. E.G.
Lapis Lazuli	Lapis Lazuli
Handschrift	Handwriting
inkt	ink
Watersnoodcollecte	Flood fundraising collection
sloepen	Boats
brandweer	fire brigade
helmen	helmets
Weeknummer 26-03	Week number 26-03
inzamelingen	Collections
Landstormdag	Landstorming day
aquarelverf	Watercolour paint
Weeknummer 23-15	Week number 23-15
Apeldoorn	Apeldoorn
voetbal	soccer
Nederland	The Netherlands
Dit basalten rotsblok met de ruw ingekraste afbeeldingen van twee gazellen werd samen met verscheidene andere soortgelijke exemplaren in 1983 ontdekt op de site van Dhuweila in Oost-Jordanië. Dhuweila is een klein prehistorisch jachtkamp dat dateert uit de tweede helft van het 8e millennium, de zogenaamde Pre-Pottery Neolithic B periode. Op grond van het teruggevonden beendermateriaal en de aanwezigheid van talrijke dierenvallen in de omgeving weten we dat de bewoners van Dhuweila zich specialiseerden in de jacht op gazellen. Het is dan ook verleidelijk om te denken dat deze rotsgraveringen bedoeld waren om op een of andere magische wijze de afloop van de jacht gunstig te beïnvloeden. Als ‘jachtmagie’ inderdaad de drijfveer voor deze kunst was, dan laten de meer dan 11.000 beenderen van afgeslachte gazellen die in Dhuweila werden teruggevonden, uitschijnen dat de praktijk bijzonder efficiënt was. D.H.	This basalt rock with the  crudely incised images of two gazelles was discovered along with several other similar specimens in 1983 on the site of Dhuweila in East Jordan. Dhuweila is a small prehistoric hunting camp dating from the second half of the 8th millennium, the so-called Pre-Pottery Neolithic B period. Based on the recovered bone material and the presence of numerous animal traps in the area, we know that the inhabitants of Dhuweila specialised in hunting gazelles. It is therefore tempting to believe that these rock carvings were meant to somehow magically influence the outcome of the hunt in. If ‘hunting magic’ was indeed the purpose for this art, the more than 11.000 bones of slaughtered gazelles found at Dhuweila suggest that the practice was highly efficient. D.H.
Genadestoel	Throne of Grace
De ontdekking van de “koningsgraven van Ur” door C.L. Woolley vormde een mijlpaal in de geschiedenis van de archeologie van het Tweestromenland en zorgde voor heel wat sensatie in pers door de rijke grafgiften en de macabere vorm waarin ze bijgezet werden. In een ruim voorvertrek van het graf van Pu-abi, tweede vrouw van koning Meskalamdug, werden de lijken aangetroffen van verscheidene mannelijke en vrouwelijke dienaars die hun meesteres in de dood gevolgd waren. Ze waren gewurgd of hadden met gif zelfmoord gepleegd. De geraamtes van tien hofdames met rijkelijk opgesmukte kapsels lagen in twee rijen van vijf onder rieten matten, naast onder meer een harp en een lier. Waren deze hofdames misschien muzikanten? De halsband bestaande uit driehoekige patronen van lapis lazuli en gouden cilindertjes, is te kort om rond de nek gedragen te worden. Tenzij het om een armband zou gaan, diende dit sieraad dan ook vermoedelijk als een op een strook leder of textiel genaaide diadeem.	The discovery of the ‘king tombs of Ur’ by C.L. Woolley formed a milestone in the history of the archaeology of the Tweestromenland and caused a lot of sensation in the press by the rich grave gifts and the macabre form in which they were added. In a spacious advance of the tomb of Pu-abi, second wife of king Meskalamdug, the corpses of several male and female servants were found who had followed their master in death. They were strangled or had committed suicide by poison. The skeletons of ten ladies with lavishly adorned hairstyles lay in two rows of five under straw mats, besides them a harp and a lyre. Were these ladies, perhaps musicians? The collar consisting of triangular patterns of lapis lazuli and gold cylinders, is too short to be worn around the neck. Unless it was a bracelet, this ornament probably served as a diadem sewed on a strip of leather or textile.
kasteel[burcht]	Castle [castle]
Hanger (sieraad)	Pendant (ornament)
Weeknummer 26-01	Week number 26-01
stadspoort	city gate
kinderen	children
vrouwen	women
Weeknummer 25-28	Week number 25-28
Weeknummer 75-35	Week number 75-35
perkament	parchment
goud	gold
zilver	silver
zwaard[attribuut]	sword [attribute]
personificatie	personification
van het H. Bloed	van de H. Bloed
edelgesteente	gemstone
Weeknummer 73-47	Week number 73-47
Glasraam	Glass window
Djawa Baharoe (2)	Djawa Baharoe (2)
diamant	diamond
zeelieden	seamen
Weeknummer 27-05	Week number 27-05
krijt	chalk
schoenmaker	shoe maker
Weeknummer 26-11	Week number 26-11
kerkraam	Church window
Brugge	Bruges
moeder	mother
islam	Islam
Kruis	Cross
ijzer	iron
schilderij	painting
Schijfvormige hanger in bladgoud met gedreven, geinciseerde en ingepunte versieringen. De hanger heeft een buisvormige, opgerolde bevestigingslus. Talrijke bijna identieke pendentieven werden ontdekt in de tomben van Marlik Tepe in Noord-Iran. B.O.	Disc-shaped pendant in gold leaf with driven, incised decoration. The pendant has a tubular, coiled attachment loop. Numerous nearly identical pendants were discovered in the tombs of Marlik Tepe in northern Iran. B.O.
scheidsrechters	referees
bisschop	bishop
Bieshaar, Arie	Bieshaar, Arie
Weeknummer 23-05	Week number 23-05
kandelaar	Candle holder
Duitsland	Germany
Hamburg	Hamburg
Eerste Nederlandse beiaardschool	First Dutch bearded school
potlood	pencil
bruine inkt	brown ink
tekenpapier	drawing paper
Gedecoreerde voorraadkruik	Decorated stock jar
Voorraadkruik	Stock jar
glas-in-loodraam	stained glass window
van le Bailly, Hubert	van le Bailly, Hubert
epitaaf	epitaph
lood	lead
Barisan Pekerdja	Barisan Pekerdja
dood	death
steen	stone
Zuiderzeewerken	Zuiderzee works
Libatielepel	Libation spoon
Lepel	Spoon
Wieringen	"Wieringen

"
Weeknummer 23-19	Week number 23-19
Wieringermeer	Wieringer Lake
Schiedam	Schiedam
Noen-schotel	Nun bowl
kroon[insigne]	crown [insignia]
persoon	person
Tirol	Tyrol
eik	oak
Epe	Epe
Zaandam onze stad	Zaandam our city
Weeknummer: 79-09	Week number: 79-09
Friesland	Friesland
Weeknummer 22-04	Week number 22-04
Schiphol	Schiphol Airport
De Rotterdamse havens (HD)	The Rotterdam harbours (HD)
Gespplaat met tongvormig plaatje	Buckle plate with tongue-shaped imagery
Collectie Nationale archeologie	Collection National Archaeology
Gespplaat	Buckle plate
Korte film over leven en werken in en rond Schiedam. De nadruk ligt op het wonen (historische panden en flats), recreatie (parken en sport) en werken (industrie langs de Nieuwe Maas). De film begint met animatiebeelden die het ontstaan van de stad schetsen.	Short film about life and work in and around Schiedam. The focus is on living (historical buildings and flats), recreation (parks and sports) and works (industry along the Nieuwe Maas). The film begins with animation images sketching the origins of the city.
religieus beeld	religious image
Antwerpen	Antwerp
papier	paper
jubilea	jubilee
demonstraties	demonstrations
Uitvoering Brokopondo Plan	Implementation of the Brokopondo Plan
geschilderd schrijven	painted writing
Weeknummer 22-09	Week number 22-09
Haarlem	Haarlem
Opening damesbeurs	Opening of women's fair
brandschilderen monteren	Stained glass
object	object
Weeknummer: 49-09	Week number: 49-09
marmer	marble
koper	copper
Weeknummer 59-10	Week number 59-10
emigranten	emigrants
zandsteen	sandstone
goudbrokaat	gold brocade
Fragment	Fragment
torenmonstrans	Monstrance
Deze fragmenten van een kom zijn versierd met een voorstelling van een plas water waaruit vijf opengebloeide lotussen tevoorschijn komen, elk gescheiden door drie gesloten lotussen. Deze decoratie is specifiek funerair, en symboliseert de wedergeboorte: op het moment van de schepping werd de zon geboren uit een lotus die leefde in de Noen, de oeroceaan.	These fragments of a bowl are decorated with a depiction of a puddle of water from which five blooming lotuses emerge, each separated by three closed lotuses. This decoration is specifically funerary, and symbolises rebirth: at the moment of creation, the sun was born from a lotus that lived in the Nun, the primordial watery abyss.
Berita Film di Djawa nr. 2	Berita Film di Djawa nr. 2
Weeknummer 65-05	Week number 65-05
optocht	Procession
Pacific War	Pacific War
Verhoging Maasbrug	Meuse bridge elevation
verguldsel	gilding
Egel	Hedgehog
Opgraving: Petrie 1906-1907	Excavation: Petrie 1906-1907
Weeknummer 27-02	Week number 27-02
Schminkpot	Make-up pot
Opening Amstelstation	Opening of Amstel station
spoorwegen	railways
Weeknummer 39-41	Week number 39-41
koorgestoelte	Choir stalls
Koorgestoelte	Choir stalls
Glazen flesje	Small glass bottle
Kleine fiool	Small vial
Opgraving: Petrie 1905-1906	Excavation: Petrie 1905-1906
Glas (materiaal)	Glass (material)
onderwijs	education
rouw	mourning
jeugdorganisaties	youth organisations
Kaasmarkt	Cheese market
Artis	Artis
"Militairen en burgers brengen met boten vee in veiligheid vanuit in het water staande boerderijen in Leeuwen, Limburg. Het vee wordt naar hoger gelegen landen gebracht. De overstromingen worden veroorzaakt door de hoge waterstand van de Maas. - groep militairen probeert een grote metalen roeiboot over een dijk in de uiterwaarden te krijgen, 36"" - cu vaarshot van de boot met militairen tussen de bomen in de uiterwaard en langs diep in het water staande boerderijen, 27"" - cu's binnen boord sjouwen van kalveren vanuit een huisdeur in de boot, 40"" - uit het water binnenboord tillen van een kalf, 15"" - div. shots roeiboten met boeren, militairen en vee, 30"" - div. shots paarden, koeien en schapen die aan boord van een veerpont worden gedreven en wegvaren, 60"" - aanleggen van de veerpont en lossen van het vee, 40""."	"Soldiers and civilians bring cattle to safety from flooded farms in Leeuwen, Limburg. The cattle are taken to higher ground. The floods are caused by the high water level of the Meuse. - group of soldiers try to get a large metal rowing boat over a dike in the floodplains, 36"" - cu vessel shot of the boat with soldiers between the trees in the floodplain and along farmsteads submerged deep in water, 27"" - lugging cu's of calves stuck on a front door onto the boat, 40"" - lifting a calf from the water onto the boat, 15"" - several shots of row boats with farmers, soldiers and cattle, 30"" - several shots of horses, cows and sheep being driven aboard a ferry and setting sail, 60"" - mooring the ferry and unloading of the cattle, 40"". "
Tandjong priok in de maasbruggen	Tandjong Priok in the Maas bridges 
Weeknummer 23-10	Week number 23-10
Zegelafdruk	Seal imprint
Albast	Alabaster
Weeknummer 31-23	Week number 31-23
Steegjes	Alleys
Opgraving: FERE 1938	Excavation: FERE 1938
Zegel	Seal
Klei	Clay
prent	print
Schaaltje	Bowl
tolwegen	toll roads
"Armoedige woonomstandigheden in steegjes in oud Amsterdam. - 2 cu's armoedige kinderen op straat, 9"" - diverse totaalshots steegjes met bewoners op straat, handkarren en vuilnis in het rond, 29"" Armoedige kinderen en andere bewoners op straat en in steegjes"	"Poor living conditions in alleys in old Amsterdam. - 2 cu's poor children on the street, 9"" - various total shots of alleys with residents on the street, handcarts and garbage all around, 29"" Poor children and other residents on the street and in alleys"
Vaas (pot)	Vase (pot)
zink	zinc
Halsketting	Necklace
Collectie Oceanië	Collection Oceania
kleding	clothing
Isis-Hathor-Aphrodite	Isis-Hathor-Aphrodite
Westerbork Acte 3 (HD)	Westerbork Acte 3 (HD)
Beeldje	Figurine
interneringskampen	internment camps
planten	plants
Lei niho palaoa	Lei niho palaoa
Opgraving: Petrie 1903-1904	Excavation: Petrie 1903-1904
Collectie Nabije Oosten	Near East Collection
Collectie Egypte	Collection Egypt
Taiana	Taiana
Oorversiering	Ear decoration
gebeeldhouwd monteren	carved mounting
Reddingboot aan de Nederlandse kust	Lifeboat on the Dutch coast
Schoorsteen	Chimneypiece 
Aardewerk (techniek)	Pottery (technique)
schoorsteen[bouwwerkonderdeel]	chimneypiece [construction component]
hoed	hat
boek	book
vaas	vase
mensenschedel	human skull
zee	sea
wapenschild	coat of arms
brood	bread
Esperanto	Esperanto
Belletje	Small bell
lessen	lessons
Klein belletje	Small bell
Weeknummer 23-16	Week number 23-16
Een dag vol pech	A day full of bad luck
Brons	Bronze
Jaarbeurs	Fair
Weeknummer 54-25	Week number 54-25
Den Haag	The Hague
Vaas op naam van koning Aspelta	Vase with the name of king Aspelta
Opgraving: Garstang 1909-1910	Excavation: Garstang 1909-1910
stoel	chair
fotografie	photography
vrouw	woman
Weeknummer 25-22	Week number 25-22
Weeknummer 56-46	Week number 56-46
Hongarije	Hungary
Weeknummer 24-17	Week number 24-17
Jodenbuurt	Jewish neighbourhood
Nederland voedt zichzelf	The Netherlands feeds itself
Makasar	Makasar
Celebes	Celebes
tekening	drawing
Weeknummer 41-52	Week number 41-52
sierbord	decorative plate
kunstbloem	artificial flower
Voetbalwedstrijd holland-belgie	Football match holland-belgie
Amsterdam	Amsterdam
Fragment van een applique	Fragment of an applique
Amor de druivenplukker	Amor the grape picker
Plaatje	Plaque
Chabar Dai Toa (31)	Chabar Dai Toa (31)
fotopapier	photographic paper
Hanger met ruiter op postament	Pendant with horseman on a postament
Zuid-Duitsland	Southern Germany
geweven geborduurd	woven embroidered
Bulder, Jaap	Bulder, Jaap
hoogspringen	high jump
scepter[attribuut]	sceptre [attribute]
publiek	audience
Weeknummer 22-01	Week number 22-01
Vlissingen	Vlissingen
antependium	antependium
Textiel, Antependium	Textile, Antependium
Antependium te Rupertsberg	Antependium from Rupertsberg
Tentoonstelling	Exhibition
ringsteken	ring stitching
Hercules en Anteus	Hercules and Antaeus
Hanger in de vorm van een zeemeermin	Pendant in the shape of a mermaid
Dit fragment van appliqué in been, dat waarschijnlijk uit de tweede eeuw van onze tijdrekening dateert, illustreert een thema van heidense origine: de liefde als druivenplukker. Afgebeeld op een basis van vijgenbladeren draagt het kind met vol gezicht een mandje gevuld met druiventrossen op het hoofd. Deze iconografie zal verderleven in de vroeg-christelijke kunst. Opgraving: E.E.F. 1913-1914	This fragment of appliqué in bone, probably dating from the second century of our time account, illustrates a theme of pagan origin: love as a grape picker. Depicted on a base of fig leaves, the child with chubby face is wearing a basket filled with bunches of grapes on his head. This iconography will continue in early Christian art. Excavation: E.E.F. 1913-1914
Nederlands-Indië	Dutch East Indies
propagandafilms	propaganda films
werkplaatsen	workshops
zionisme	Zionism
midden- en kleinbedrijf	small and medium-sized enterprises
propaganda	propaganda
Weeknummer 24-06	Week number 24-06
Weeknummer 24-22	Week number 24-22
monnik	monnik
doedelzak	bagpipe
event	event
schapenwol	sheep wool
tapijtwerk	Tapestry
Horloge in de vorm van een posthoorn	Watch in the shape of a posthoorn
"Onder het motto ""Nederland voedt zichzelf"" legt de nationaal-socialistische actie ""Productieslag 1941"" de kijkers uit dat Nederland zichzelf dient te bedruipen vwb voedselvoorziening van de eigen bevolking. In dit item gaat het over melk, kaas en boter. SHOTS: - kinderen en een volwassen vrouw liggen in bed te slapen; - boeren werken in een koeiestal: vegen; melken; - in de melkfabriek wordt de melk gepasteuriseerd en verwerkt tot oa boter en kaas; - een gezin zit aan tafel brood te eten.   Tijdens de Tweede Wereldoorlog stonden de bioscoopjournaals van de filmfabrieken Polygoon en Profilti onder toezicht van de Duitse bezetter. Polygoon en Profilti moesten samenwerken met het Duitse filmverhuurkantoor Tobis. Vanaf 1 januari 1941 kreeg het bioscoopjournaal daarom de naam Tobis Nieuws. Tot in het najaar van 1944 werden onder deze naam door Polygoon en Profilti om de beurt journaals geproduceerd."	"With the slogan ""The Netherlands feeds itself"" the National Socialist action ""Production Battle 1941"" explains to the viewers that the Netherlands has to devote itself to supplying food to its own population. This item deals with milk, cheese and butter. SHOTS: - children and an adult woman are sleeping in bed; - farmers work in a cow shed: sweeping; milking; - milk is pasteurised and processed into a.o. butter and cheese in the milk factory; - a family is eating bread at the table. During the Second World War the cinema newsreels of the film factories Polygoon and Profilti were under the supervision of the German occupiers. Polygoon and Profilti had to work together with the German film rental office Tobis. From 1 January 1941 the cinema newsreel was therefore named Tobis Nieuws. Until the autumn of 1944 Polygoon and Pofilti produced newsreels in alternation under this name."
kroon	crown
Venlo	Venlo
1600 - 1632	1600 - 1632
"Première film ""Het mes"""	"Premiere film ""Het mes"""
speelgoed	toys
Opening Pollak Theater	Opening of Pollak Theatre
lente	Spring
Beelden van de te Utrecht gehouden Jaarbeurs in 1918 en 1919, die beide door koningin Wilhelmina en prins Hendrik werden bezocht. De beurs wordt in 1919 ook door koningin-moeder Emma en de minister van binnenlandse zaken bezocht. De hoge gasten worden rondgeleid. Voorts beelden van bezoekers en de directe omgeving van de beurs aan het Vredenburg.	Images of the Annual Fair held in Utrecht in 1918 and 1919, both of which were visited by Queen Wilhelmina and Prince Henry. The Fair is also visited by Queen Mother Emma and the Minister of the Interior in 1919. The high guests are guided around. Also footage of visitors and the immediate surroundings of the Fair at Vredenburg.
leerlingen	pupils
openingen	openings
auto's	cars
Gustaaf II Adolf (koning van Zweden)	Gustav II Adolf (King of Sweden)
Weeknummer 24-35	Week number 24-35
Faience	Faience
Hanger in de vorm van een monster	Pendant in the shape of a monster
Hanger	Pendant
Voetbalwedstrijd holland-denemarken	Football match Holland - Denmark
volksfeesten	folk feasts
kruik	Jug
motorfietsen	motorcycles
Weeknummer 22-08	Week number 22-08
mand	basket
pijp[rookgerei]	pipe [smoking utensils]
jonge vrouw	young woman
tempel	temple
portemonnee	purse
jeugd	youth
Rodermond	Rodermond
Hanger met vliegende cupido	Pendant with flying cupido
Pelser, Denis	Pelser, Denis
Tilburg, Van	Tilburg, Van
Hulsman	Hulsman
Weeknummer 22-02	Week number 22-02
stadhuis	town hall
cartouche	cartouche
basiliek	basilica
"Galapremière van de Nederlandse speelfilm ""Het mes"" in het City-Theater te Amsterdam, waarbij oa aanwezig zijn Ko van Dijk, Adriaan Viruly, Paul Huf, Bert Haanstra, de voorzitter van de Nederlandse Bioscoopbond Miedema, staatssecretaris Ynso Scholten, Pim Jacobs, die de muziek voor de film componeerde, met zijn vrouw Rita Reys, Fons Rademakers, regisseur van de film, Hugo Claus, scenarioschrijver van de film, en Johannes Mari Landré, producent van de film. De twee hoofdrolspelers mogen niet naar binnen, omdat ze onder de achttien jaar zijn."	"Gala premiere of the Dutch motion picture ""Het mes"" in the City-Theater in Amsterdam, with in attendance a.o. Ko van Dijk, Adriaan Viruly, Paul Huf, Bert Haanstra, the president of the Dutch Cinema Association Miedema, state secretary Ynso Scholten, Pim Jacobs, who composed the music for the film, with his wife Rita Reys, Fons Rademakers, director of the film, Hugo Claus, screen writer of the film, and Johannes Mari Landré, producer of the film. The two leading actors are not allowed inside as they are under eighteen years old. "
sepia[verf]	sepia [paint]
Weeknummer: 27-12	Week number: 27-12
getekend lavis	Signed lavis
